AREA,AREA_TITLE,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,PRIM_STATE,PCT_RPT,MAJOR_SOC,MAJOR_TITLE
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9062,Medical Equipment Repairers,detailed,46370,2.5,,,,25.54,53130.0,0.8,14.25,17.61,23.69,31.46,39.66,29630.0,36630.0,49280.0,65430.0,82500.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9063,Musical Instrument Repairers and Tuners,detailed,8020,7.2,,,,19.11,39750.0,1.7,11.34,13.82,17.62,23.4,28.92,23590.0,28750.0,36650.0,48670.0,60140.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9064,Watch and Clock Repairers,detailed,2780,12.9,,,,21.77,45280.0,4.6,10.75,14.61,20.44,27.03,33.02,22360.0,30380.0,42520.0,56210.0,68670.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,10570,4.4,,,,28.82,59940.0,1.1,17.47,22.58,28.23,34.21,40.94,36340.0,46960.0,58720.0,71170.0,85160.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9071,"Maintenance and Repair Workers, General",detailed,1418990,0.4,,,,20.17,41960.0,0.2,11.83,14.71,18.79,24.53,30.36,24600.0,30590.0,39080.0,51030.0,63140.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9081,Wind Turbine Service Technicians,detailed,5960,10.2,,,,27.26,56700.0,1.4,19.15,21.54,25.44,31.35,38.53,39820.0,44810.0,52910.0,65200.0,80150.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,31370,3.0,,,,17.97,37380.0,1.2,10.42,13.11,17.03,21.87,27.55,21670.0,27270.0,35420.0,45500.0,57310.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9092,Commercial Divers,detailed,3420,11.8,,,,32.26,67100.0,5.9,15.61,19.47,24.03,33.18,57.61,32470.0,40490.0,49980.0,69020.0,119830.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9094,Locksmiths and Safe Repairers,detailed,17010,4.7,,,,21.38,44460.0,1.2,12.14,15.46,20.16,26.75,32.47,25240.0,32160.0,41940.0,55630.0,67540.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9095,Manufactured Building and Mobile Home Installers,detailed,2810,10.8,,,,16.49,34300.0,1.8,10.87,12.99,16.29,19.23,23.14,22610.0,27020.0,33890.0,40010.0,48120.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9096,Riggers,detailed,23000,4.1,,,,25.2,52420.0,1.1,15.44,18.37,24.45,29.82,37.13,32110.0,38210.0,50860.0,62030.0,77240.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9097,Signal and Track Switch Repairers,detailed,6860,7.0,,,,34.95,72690.0,1.3,24.8,31.49,35.52,39.25,45.4,51580.0,65500.0,73890.0,81640.0,94440.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,99460,1.8,,,,15.66,32570.0,0.5,9.99,12.03,14.68,18.28,23.17,20790.0,25020.0,30530.0,38020.0,48200.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,161290,2.1,,,,21.06,43800.0,0.5,12.23,15.09,19.15,25.8,31.63,25440.0,31380.0,39830.0,53670.0,65800.0,,,2019,,,49,"Installation, Maintenance, and Repair Occupations"
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,631100,0.4,,,,31.35,65220.0,0.2,17.66,22.7,29.48,37.9,48.17,36740.0,47230.0,61310.0,78830.0,100200.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",detailed,42940,5.3,,,,27.15,56460.0,2.8,15.56,19.3,26.06,34.73,40.8,32370.0,40150.0,54210.0,72240.0,84870.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2021,"Coil Winders, Tapers, and Finishers",detailed,12690,6.0,,,,18.63,38760.0,1.9,11.93,14.04,17.56,22.12,27.52,24810.0,29200.0,36520.0,46020.0,57240.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,285190,1.6,,,,17.75,36930.0,0.5,11.55,13.56,16.74,20.83,25.7,24030.0,28200.0,34810.0,43320.0,53450.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2031,Engine and Other Machine Assemblers,detailed,45980,4.9,,,,22.39,46570.0,1.6,14.69,17.16,21.95,27.68,30.98,30550.0,35690.0,45660.0,57570.0,64450.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2041,Structural Metal Fabricators and Fitters,detailed,76890,2.4,,,,20.67,43000.0,1.0,13.24,16.01,19.42,24.1,29.57,27530.0,33290.0,40390.0,50130.0,61500.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2051,Fiberglass Laminators and Fabricators,detailed,20010,5.3,,,,17.78,36970.0,1.2,11.74,13.96,17.06,20.26,24.38,24420.0,29050.0,35480.0,42140.0,50710.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2061,Timing Device Assemblers and Adjusters,detailed,1260,10.5,,,,18.32,38110.0,4.2,12.65,13.88,16.87,22.12,27.3,26310.0,28870.0,35080.0,46010.0,56770.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-2090,Miscellaneous Assemblers and Fabricators,detailed,1371920,0.9,,,,16.73,34800.0,0.5,10.78,12.67,15.55,19.38,24.73,22420.0,26350.0,32350.0,40320.0,51430.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3011,Bakers,detailed,184990,1.7,,,,14.25,29630.0,0.4,9.77,11.29,13.32,16.41,20.02,20310.0,23480.0,27700.0,34120.0,41640.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3021,Butchers and Meat Cutters,detailed,136770,2.1,,,,16.35,34010.0,0.6,10.47,12.35,15.62,19.55,23.86,21780.0,25680.0,32500.0,40660.0,49630.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,153990,3.0,,,,13.85,28810.0,0.9,10.05,11.55,13.51,15.82,18.47,20910.0,24020.0,28100.0,32910.0,38420.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3023,Slaughterers and Meat Packers,detailed,73390,3.2,,,,14.23,29600.0,0.8,10.32,12.07,14.05,16.39,18.6,21470.0,25100.0,29230.0,34090.0,38690.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",detailed,20830,3.5,,,,16.29,33880.0,1.4,10.24,12.25,15.19,19.23,24.4,21310.0,25490.0,31590.0,39990.0,50760.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3092,Food Batchmakers,detailed,159390,1.9,,,,15.92,33120.0,0.7,10.44,12.18,14.8,18.93,23.46,21720.0,25340.0,30790.0,39380.0,48790.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3093,Food Cooking Machine Operators and Tenders,detailed,30030,4.0,,,,15.54,32320.0,1.0,10.67,12.46,14.96,18.15,21.66,22200.0,25910.0,31110.0,37750.0,45050.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-3099,"Food Processing Workers, All Other",detailed,42890,3.7,,,,13.85,28820.0,0.5,10.29,11.45,13.24,15.5,18.46,21410.0,23820.0,27550.0,32230.0,38390.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,76940,2.4,,,,18.16,37770.0,0.7,12.03,14.16,17.46,21.8,25.85,25010.0,29460.0,36320.0,45350.0,53770.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,16320,4.8,,,,19.81,41200.0,1.5,12.9,15.61,19.07,23.71,28.29,26830.0,32460.0,39670.0,49320.0,58840.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,32470,9.5,,,,20.15,41920.0,1.2,12.82,15.38,19.47,24.26,29.16,26660.0,31990.0,40490.0,50460.0,60650.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,195040,1.4,,,,17.94,37310.0,0.7,11.98,13.96,17.12,21.23,25.73,24920.0,29030.0,35610.0,44150.0,53520.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,10870,5.4,,,,20.49,42630.0,1.6,12.62,15.05,18.71,24.24,30.61,26240.0,31290.0,38910.0,50420.0,63660.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,76810,2.0,,,,18.2,37860.0,0.5,12.11,14.12,17.36,21.54,25.8,25180.0,29360.0,36100.0,44810.0,53660.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,28070,3.5,,,,20.19,41990.0,0.8,12.97,15.61,19.28,23.86,29.05,26980.0,32480.0,40100.0,49630.0,60420.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,18730,6.5,,,,21.55,44820.0,1.6,13.14,16.28,20.77,26.01,30.75,27320.0,33870.0,43210.0,54090.0,63960.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4041,Machinists,detailed,383470,1.0,,,,22.17,46120.0,0.3,13.43,16.74,21.36,26.88,32.02,27940.0,34820.0,44420.0,55910.0,66610.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4051,Metal-Refining Furnace Operators and Tenders,detailed,17150,3.9,,,,20.81,43280.0,1.2,13.41,16.28,20.31,24.89,29.52,27900.0,33870.0,42250.0,51770.0,61400.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4052,"Pourers and Casters, Metal",detailed,8010,6.7,,,,19.64,40850.0,1.3,13.11,15.51,18.57,23.31,28.37,27270.0,32260.0,38620.0,48480.0,59020.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4061,"Model Makers, Metal and Plastic",detailed,4300,7.2,,,,27.61,57420.0,1.7,15.41,20.14,27.41,34.56,40.58,32060.0,41890.0,57020.0,71890.0,84400.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4062,"Patternmakers, Metal and Plastic",detailed,3010,7.3,,,,23.1,48050.0,1.7,13.91,17.17,22.55,28.44,33.87,28930.0,35710.0,46910.0,59150.0,70440.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4071,Foundry Mold and Coremakers,detailed,17590,5.2,,,,17.75,36920.0,1.4,11.73,13.93,17.11,21.27,25.27,24400.0,28980.0,35590.0,44250.0,52570.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,172520,1.7,,,,16.67,34670.0,0.5,10.79,12.69,15.45,19.47,24.44,22450.0,26400.0,32130.0,40490.0,50840.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,146950,1.9,,,,18.47,38410.0,1.0,11.79,14.04,17.47,22.19,27.44,24520.0,29200.0,36330.0,46150.0,57080.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4111,Tool and Die Makers,detailed,70770,2.0,,,,26.43,54980.0,0.9,16.26,20.41,25.92,31.3,37.47,33820.0,42460.0,53920.0,65110.0,77940.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,410750,0.9,,,,21.73,45190.0,0.3,14.17,16.8,20.43,25.17,30.89,29470.0,34930.0,42490.0,52350.0,64240.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,35110,3.1,,,,19.35,40240.0,1.1,12.93,15.16,18.42,22.84,27.6,26890.0,31540.0,38310.0,47510.0,57410.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,19560,3.9,,,,19.16,39840.0,0.8,12.69,15.0,18.39,22.69,27.23,26390.0,31210.0,38250.0,47200.0,56630.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4192,"Layout Workers, Metal and Plastic",detailed,8150,4.3,,,,23.51,48900.0,1.6,14.47,18.39,24.01,28.39,31.35,30090.0,38240.0,49940.0,59050.0,65200.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4193,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,41810,3.2,,,,17.14,35640.0,0.7,11.35,13.2,16.1,19.9,24.66,23600.0,27450.0,33500.0,41400.0,51290.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4194,"Tool Grinders, Filers, and Sharpeners",detailed,6440,5.2,,,,20.18,41970.0,1.6,12.02,15.1,18.91,24.58,29.75,25000.0,31400.0,39330.0,51130.0,61870.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-4199,"Metal Workers and Plastic Workers, All Other",detailed,24340,5.7,,,,18.17,37790.0,1.2,11.44,13.37,16.75,21.84,27.72,23790.0,27800.0,34830.0,45420.0,57660.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-5111,Prepress Technicians and Workers,detailed,30270,2.6,,,,20.45,42540.0,1.0,12.26,15.31,19.48,24.57,30.09,25500.0,31850.0,40510.0,51100.0,62590.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-5112,Printing Press Operators,detailed,173430,1.4,,,,18.8,39100.0,0.5,11.46,13.86,17.74,22.79,28.24,23830.0,28840.0,36910.0,47400.0,58740.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-5113,Print Binding and Finishing Workers,detailed,45600,3.2,,,,16.89,35130.0,0.8,10.8,12.81,15.89,20.18,24.58,22460.0,26640.0,33040.0,41970.0,51130.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6011,Laundry and Dry-Cleaning Workers,detailed,209330,1.3,,,,12.22,25420.0,0.4,8.89,10.06,11.64,13.72,16.33,18500.0,20920.0,24220.0,28540.0,33970.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,38070,3.3,,,,11.93,24820.0,0.7,8.85,10.12,11.63,13.45,15.12,18410.0,21050.0,24190.0,27980.0,31440.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6031,Sewing Machine Operators,detailed,133410,1.8,,,,13.46,28000.0,0.5,9.39,11.09,12.7,15.26,18.51,19530.0,23060.0,26420.0,31750.0,38500.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6041,Shoe and Leather Workers and Repairers,detailed,8760,8.7,,,,14.7,30580.0,1.9,9.67,11.56,14.21,17.37,19.43,20110.0,24050.0,29560.0,36120.0,40420.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6042,Shoe Machine Operators and Tenders,detailed,5020,17.3,,,,14.68,30540.0,2.5,9.1,11.66,14.7,17.7,20.14,18920.0,24250.0,30570.0,36820.0,41880.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6051,"Sewers, Hand",detailed,4770,10.3,,,,14.92,31020.0,2.0,10.16,11.72,14.4,17.74,20.48,21140.0,24390.0,29950.0,36890.0,42600.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,24110,7.4,,,,16.6,34530.0,1.7,10.03,11.97,15.15,19.95,26.32,20870.0,24900.0,31520.0,41490.0,54740.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,detailed,8690,6.0,,,,14.81,30810.0,1.2,10.67,12.01,14.16,17.24,19.74,22200.0,24980.0,29460.0,35860.0,41060.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",detailed,13210,4.6,,,,14.26,29660.0,0.8,9.88,11.5,13.81,16.85,19.22,20560.0,23910.0,28730.0,35040.0,39990.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",detailed,21130,4.4,,,,15.05,31300.0,1.1,10.38,11.95,14.41,17.6,21.09,21590.0,24860.0,29980.0,36610.0,43860.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",detailed,31190,3.2,,,,14.78,30740.0,0.9,10.8,12.58,14.32,16.68,19.0,22460.0,26170.0,29790.0,34680.0,39520.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",detailed,18230,5.4,,,,18.16,37760.0,1.3,12.51,14.42,17.36,21.53,26.09,26010.0,29980.0,36110.0,44790.0,54270.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6092,Fabric and Apparel Patternmakers,detailed,5870,11.2,,,,25.35,52740.0,3.3,11.29,14.73,21.67,33.59,45.66,23480.0,30650.0,45070.0,69860.0,94980.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6093,Upholsterers,detailed,29420,3.8,,,,17.62,36640.0,0.8,10.87,13.47,16.89,20.73,25.7,22610.0,28020.0,35130.0,43110.0,53450.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",detailed,18060,8.0,,,,14.76,30710.0,1.9,9.7,11.23,13.45,16.83,22.36,20180.0,23360.0,27970.0,35010.0,46500.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7011,Cabinetmakers and Bench Carpenters,detailed,99400,2.1,,,,18.09,37620.0,0.6,11.47,13.74,17.21,21.61,26.72,23860.0,28580.0,35790.0,44950.0,55570.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7021,Furniture Finishers,detailed,16220,3.6,,,,16.51,34350.0,0.8,11.2,13.04,15.62,18.87,23.59,23310.0,27130.0,32480.0,39250.0,49080.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7031,"Model Makers, Wood",detailed,810,30.9,,,,27.56,57320.0,3.8,16.05,20.05,28.49,34.09,37.75,33390.0,41700.0,59260.0,70910.0,78530.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7032,"Patternmakers, Wood",detailed,370,21.3,,,,30.53,63490.0,3.7,18.53,24.36,31.19,36.99,42.31,38540.0,50660.0,64880.0,76940.0,87990.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,50730,2.4,,,,15.46,32150.0,0.6,10.17,12.17,14.62,18.16,22.44,21150.0,25310.0,30410.0,37780.0,46670.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,78850,2.9,,,,15.47,32180.0,0.5,10.3,12.23,14.9,18.16,22.06,21430.0,25440.0,30990.0,37780.0,45880.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-7099,"Woodworkers, All Other",detailed,6700,6.7,,,,16.96,35270.0,1.5,10.48,12.01,15.92,21.06,25.81,21800.0,24970.0,33110.0,43800.0,53680.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8011,Nuclear Power Reactor Operators,detailed,5050,5.9,,,,48.55,100990.0,1.0,35.83,41.95,48.33,56.19,61.93,74520.0,87250.0,100530.0,116880.0,128810.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8012,Power Distributors and Dispatchers,detailed,10770,3.7,,,,42.74,88910.0,0.7,27.1,34.88,43.61,50.07,58.84,56360.0,72540.0,90700.0,104140.0,122380.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8013,Power Plant Operators,detailed,33620,2.7,,,,38.16,79370.0,0.6,22.1,30.34,39.42,46.61,52.1,45970.0,63110.0,81990.0,96940.0,108380.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8021,Stationary Engineers and Boiler Operators,detailed,32520,2.2,,,,31.71,65970.0,1.0,18.77,24.06,29.88,37.96,48.11,39050.0,50040.0,62150.0,78960.0,100080.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,123730,1.0,,,,24.28,50490.0,0.5,13.87,17.66,22.96,29.43,37.31,28850.0,36740.0,47760.0,61220.0,77600.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8091,Chemical Plant and System Operators,detailed,28840,4.9,,,,30.15,62710.0,1.2,16.98,22.4,30.07,37.67,44.83,35330.0,46600.0,62550.0,78360.0,93250.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8092,Gas Plant Operators,detailed,14410,4.5,,,,34.16,71050.0,0.9,21.19,27.31,34.0,39.97,48.71,44080.0,56800.0,70710.0,83130.0,101320.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,40370,4.5,,,,35.49,73830.0,1.1,22.78,28.06,35.66,43.3,48.11,47380.0,58370.0,74180.0,90060.0,100070.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-8099,"Plant and System Operators, All Other",detailed,12950,4.3,,,,28.61,59500.0,1.0,16.51,21.5,28.07,34.42,40.6,34350.0,44720.0,58390.0,71600.0,84460.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9011,Chemical Equipment Operators and Tenders,detailed,87120,2.8,,,,24.78,51540.0,0.8,14.04,17.77,23.62,30.8,37.81,29210.0,36960.0,49130.0,64070.0,78650.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,51160,2.6,,,,21.81,45370.0,1.0,12.84,15.8,19.87,26.54,34.04,26710.0,32870.0,41330.0,55190.0,70800.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,33360,2.8,,,,18.88,39270.0,0.7,12.01,14.45,18.06,22.72,27.42,24990.0,30050.0,37560.0,47260.0,57030.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9022,"Grinding and Polishing Workers, Hand",detailed,29170,3.7,,,,15.9,33060.0,0.8,10.77,12.33,14.71,18.32,23.22,22400.0,25660.0,30600.0,38110.0,48290.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,125340,2.2,,,,19.19,39920.0,0.4,12.23,14.67,18.17,22.95,28.21,25440.0,30510.0,37780.0,47740.0,58680.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9031,"Cutters and Trimmers, Hand",detailed,9670,5.0,,,,15.55,32340.0,1.2,10.02,11.96,14.52,17.97,22.94,20850.0,24870.0,30200.0,37370.0,47720.0,,,2019,,,51,Production Occupations
99,U.S.,1,0,Cross-industry,cross-industry,1235,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,57960,2.4,,,,17.67,36750.0,0.5,11.85,13.88,17.11,21.12,24.75,24640.0,28880.0,35600.0,43920.0,51470.0,,,2019,,,51,Production Occupations
